[BeGaze]
Converted from:	F:\1. ON ROAD - Track\005 RS\005 RS 20130323 Sleep Deprived\SMI\005RS 20130323 - Sleep Deprived.idf
Date:	08.08.2014 16:08:09
Version:	BeGaze 3.0.178
Sample Rate:	50
Subject:	005RS 20130323 - Sleep Deprived
Description:	Run1

Table Header for Saccades:
Event Type	Trial	Number	Start	End	Duration	Start Loc.X	Start Loc.Y	End Loc.X	End Loc.Y	Amplitude	Peak Speed	Peak Speed At	Average Speed	Peak Accel.	Peak Decel.	Average Accel.
Saccade L	1	140	2817837420	2817937314	99894	402.65	172.42	721.62	59.52	121.25	1789.92	1.00	1213.80	34311.27	-35865.55	18897.78
Saccade L	1	141	2817977184	2818077036	99852	672.77	179.42	655.74	24.70	135.13	1789.92	1.00	1353.34	16648.47	-18697.54	11736.88
Saccade L	1	142	2818117069	2818137196	20127	295.38	88.23	636.93	20.19	24.58	1631.50	1.00	1221.02	20096.29	-18712.95	17563.07
Saccade L	1	143	2818357154	2818396799	39645	352.37	534.84	342.72	546.56	38.35	1605.38	1.00	967.33	39860.57	-39727.35	29665.59
Saccade L	1	144	2822831787	2822871800	40013	347.81	327.88	360.70	327.33	29.24	1225.81	1.00	730.78	30089.93	-30161.99	22593.50
Saccade L	1	145	2824330195	2824350404	20209	321.89	333.24	318.49	332.51	0.24	21.38	1.00	11.65	-85.75	-312.30	166.55
Saccade L	1	146	2825009331	2825029291	19960	369.00	352.55	401.96	353.78	0.72	84.31	1.00	35.89	1910.98	-1927.59	1557.92
Saccade L	1	147	2825928292	2825948658	20366	369.53	331.29	379.57	331.04	0.17	25.66	1.00	8.53	574.81	-595.47	413.62
Saccade L	1	148	2826248246	2826267893	19647	460.86	343.69	465.29	350.25	1.04	127.49	0.00	52.71	-307.50	-2974.55	1380.35
Saccade L	1	149	2826587549	2826607575	20026	401.42	354.80	370.03	344.72	1.22	148.64	0.00	61.14	1842.61	-3686.81	2538.18
Saccade L	1	150	2827466542	2827486574	20032	352.78	368.10	312.61	364.45	1.45	170.96	0.00	72.56	2361.61	-4084.13	2979.83
Saccade L	1	151	2828365701	2828445868	80167	396.92	370.12	305.55	363.61	3.98	192.34	1.00	49.65	4589.47	-4725.27	1816.52
Saccade L	1	152	2829104847	2829124832	19985	347.99	347.90	308.70	330.28	1.29	134.28	1.00	64.47	3168.68	-2346.72	2705.28
Saccade L	1	153	2829364447	2829384428	19981	300.64	284.92	324.16	285.90	0.88	89.07	1.00	44.06	1926.52	-1281.74	1445.55
